idBoleto;idEmpresa;dataVecto;valorParc;total;origem;motivoDescarteApp
6592658;75;2026-04-10;362,88;362,88;0;Lido pelo App
6754029;75;2026-07-13;526,63;843,76;5;origem 5 (Juridico)
6754030;75;2026-08-13;526,63;843,76;5;origem 5 (Juridico)
6754031;75;2026-09-13;526,63;843,76;5;origem 5 (Juridico)
6754032;75;2026-10-13;526,63;843,76;5;origem 5 (Juridico)
6754033;75;2026-11-13;526,63;843,76;5;origem 5 (Juridico)
6754034;75;2026-12-13;526,63;843,76;5;origem 5 (Juridico)
6754035;75;2027-01-13;526,63;843,76;5;origem 5 (Juridico)
6754036;75;2027-02-13;526,63;843,76;5;origem 5 (Juridico)
6762293;75;2026-05-10;365,08;365,08;0;Lido pelo App
6762317;75;2026-05-10;362,88;362,88;0;Lido pelo App
6762323;75;2026-05-10;372,88;372,88;0;Lido pelo App
6762328;75;2026-05-10;362,88;362,88;0;Lido pelo App
6762345;75;2026-05-10;362,88;362,88;0;Lido pelo App
6762357;75;2026-05-10;362,88;362,88;0;Lido pelo App
6762363;75;2026-05-10;372,88;372,88;0;Lido pelo App
6762399;75;2026-05-10;372,88;372,88;0;Lido pelo App
6762403;75;2026-05-10;372,88;372,88;0;Lido pelo App
6762404;75;2026-05-10;362,88;362,88;0;Lido pelo App
6762456;75;2026-05-10;362,88;362,88;0;Lido pelo App
6762468;75;2026-05-10;362,88;362,88;0;Lido pelo App
6762474;75;2026-05-10;692,06;692,06;0;Lido pelo App
6762487;75;2026-05-10;362,88;362,88;0;Lido pelo App
6762502;75;2026-05-10;362,88;362,88;0;Lido pelo App
6762504;75;2026-05-10;372,88;372,88;0;Lido pelo App
6762506;75;2026-05-10;362,88;362,88;0;Lido pelo App
6762507;75;2026-05-10;362,88;362,88;0;Lido pelo App
6762508;75;2026-05-10;372,88;372,88;0;Lido pelo App
6762523;75;2026-05-10;362,88;362,88;0;Lido pelo App
6762524;75;2026-05-10;372,88;372,88;0;Lido pelo App
6762567;75;2026-05-10;362,88;362,88;0;Lido pelo App
6762581;75;2026-05-10;372,88;372,88;0;Lido pelo App
6762582;75;2026-05-10;362,88;362,88;0;Lido pelo App
6762588;75;2026-05-10;372,88;372,88;0;Lido pelo App
6762604;75;2026-05-10;372,88;372,88;0;Lido pelo App
6762607;75;2026-05-10;418,94;418,94;0;Lido pelo App
6762638;75;2026-05-10;362,88;362,88;0;Lido pelo App
6781843;75;2026-08-23;290,78;538,72;5;origem 5 (Juridico)
6781844;75;2026-09-23;290,78;538,72;5;origem 5 (Juridico)
6781845;75;2026-10-23;290,78;538,72;5;origem 5 (Juridico)
6781846;75;2026-11-23;290,78;538,72;5;origem 5 (Juridico)
6781847;75;2026-12-23;290,78;538,72;5;origem 5 (Juridico)
6781848;75;2027-01-23;290,78;538,72;5;origem 5 (Juridico)
6781849;75;2027-02-23;290,78;538,72;5;origem 5 (Juridico)
6781850;75;2027-03-23;290,78;538,72;5;origem 5 (Juridico)
6781851;75;2027-04-23;290,78;538,72;5;origem 5 (Juridico)
6781852;75;2027-05-23;290,78;538,72;5;origem 5 (Juridico)
6781853;75;2027-06-23;290,78;538,72;5;origem 5 (Juridico)
6781854;75;2027-07-23;290,78;538,72;5;origem 5 (Juridico)
6781855;75;2027-08-23;290,78;538,72;5;origem 5 (Juridico)
6999041;75;2026-02-05;-255,57;-408,11;3;origem 3 (Amigavel/Outro)
7021058;75;2026-08-28;298,31;447,59;5;origem 5 (Juridico)
7021059;75;2026-09-28;298,31;447,59;5;origem 5 (Juridico)
7023733;75;2026-08-01;525,67;932,76;5;origem 5 (Juridico)
7023734;75;2026-09-01;525,67;932,76;5;origem 5 (Juridico)
7023735;75;2026-10-01;525,67;932,76;5;origem 5 (Juridico)
7023736;75;2026-11-01;525,67;932,76;5;origem 5 (Juridico)
7023737;75;2026-12-01;525,67;932,76;5;origem 5 (Juridico)
7023738;75;2027-01-01;525,67;932,76;5;origem 5 (Juridico)
7023739;75;2027-02-01;525,67;932,76;5;origem 5 (Juridico)
7023740;75;2027-03-01;525,67;932,76;5;origem 5 (Juridico)
7059070;75;2026-06-10;365,08;365,08;0;Lido pelo App
7059094;75;2026-06-10;362,88;362,88;0;Lido pelo App
7059100;75;2026-06-10;372,88;372,88;0;Lido pelo App
7059105;75;2026-06-10;362,88;362,88;0;Lido pelo App
7059122;75;2026-06-10;362,88;362,88;0;Lido pelo App
7059140;75;2026-06-10;372,88;372,88;0;Lido pelo App
7059176;75;2026-06-10;372,88;372,88;0;Lido pelo App
7059180;75;2026-06-10;372,88;372,88;0;Lido pelo App
7059181;75;2026-06-10;362,88;362,88;0;Lido pelo App
7059190;75;2026-06-10;362,88;362,88;0;Lido pelo App
7059209;75;2026-06-10;362,88;362,88;0;Lido pelo App
7059233;75;2026-06-10;362,88;362,88;0;Lido pelo App
7059251;75;2026-06-10;362,88;362,88;0;Lido pelo App
7059264;75;2026-06-10;362,88;362,88;0;Lido pelo App
7059279;75;2026-06-10;362,88;362,88;0;Lido pelo App
7059281;75;2026-06-10;372,88;372,88;0;Lido pelo App
7059283;75;2026-06-10;362,88;362,88;0;Lido pelo App
7059284;75;2026-06-10;362,88;362,88;0;Lido pelo App
7059285;75;2026-06-10;372,88;372,88;0;Lido pelo App
7059297;75;2026-06-10;372,88;372,88;0;Lido pelo App
7059300;75;2026-06-10;362,88;362,88;0;Lido pelo App
7059301;75;2026-06-10;372,88;372,88;0;Lido pelo App
7059304;75;2026-06-10;362,88;362,88;0;Lido pelo App
7059325;75;2026-06-10;372,88;372,88;0;Lido pelo App
7059344;75;2026-06-10;362,88;362,88;0;Lido pelo App
7059358;75;2026-06-10;372,88;372,88;0;Lido pelo App
7059365;75;2026-06-10;372,88;372,88;0;Lido pelo App
7059370;75;2026-06-10;372,88;372,88;0;Lido pelo App
7059381;75;2026-06-10;372,88;372,88;0;Lido pelo App
7059384;75;2026-06-10;362,88;362,88;0;Lido pelo App
7059415;75;2026-06-10;362,88;362,88;0;Lido pelo App
7086394;75;2026-04-10;-186,44;-288,87;3;origem 3 (Amigavel/Outro)
7086446;75;2026-07-10;186,44;304,22;5;origem 5 (Juridico)
7086447;75;2026-08-10;186,44;304,22;5;origem 5 (Juridico)
7086448;75;2026-09-10;186,44;304,22;5;origem 5 (Juridico)
7086449;75;2026-10-10;186,44;304,22;5;origem 5 (Juridico)
7086450;75;2026-11-10;186,44;304,22;5;origem 5 (Juridico)
7089268;75;2026-09-13;186,44;264,85;5;origem 5 (Juridico)
7119604;75;2026-09-20;263,29;487,38;5;origem 5 (Juridico)
7119605;75;2026-10-20;263,29;487,38;5;origem 5 (Juridico)
7119606;75;2026-11-20;263,29;487,38;5;origem 5 (Juridico)
7119607;75;2026-12-20;263,29;487,38;5;origem 5 (Juridico)
7119608;75;2027-01-20;263,29;487,38;5;origem 5 (Juridico)
7119609;75;2027-02-20;263,29;487,38;5;origem 5 (Juridico)
7119610;75;2027-03-20;263,29;487,38;5;origem 5 (Juridico)
7119611;75;2027-04-20;263,29;487,38;5;origem 5 (Juridico)
7154737;75;2026-08-01;221,71;408,90;5;origem 5 (Juridico)
7154738;75;2026-09-01;221,71;408,90;5;origem 5 (Juridico)
7154739;75;2026-10-01;221,71;408,90;5;origem 5 (Juridico)
7154740;75;2026-11-01;221,71;408,90;5;origem 5 (Juridico)
7154741;75;2026-12-01;221,71;408,90;5;origem 5 (Juridico)
7154742;75;2027-01-01;221,71;408,90;5;origem 5 (Juridico)
7154743;75;2027-02-01;221,71;408,90;5;origem 5 (Juridico)
7154744;75;2027-03-01;221,71;408,90;5;origem 5 (Juridico)
7154745;75;2027-04-01;221,71;408,90;5;origem 5 (Juridico)
7154746;75;2027-05-01;221,71;408,90;5;origem 5 (Juridico)
7190753;75;2026-07-10;696,34;696,34;0;Lido pelo App
7190758;75;2026-07-10;365,07;365,07;0;Lido pelo App
7190777;75;2026-07-10;362,88;362,88;0;Lido pelo App
7190783;75;2026-07-10;372,89;372,89;0;Lido pelo App
7190788;75;2026-07-10;362,88;362,88;0;Lido pelo App
7190805;75;2026-07-10;362,88;362,88;0;Lido pelo App
7190817;75;2026-07-10;362,88;362,88;0;Lido pelo App
7190823;75;2026-07-10;372,89;372,89;0;Lido pelo App
7190859;75;2026-07-10;372,89;372,89;0;Lido pelo App
7190863;75;2026-07-10;372,89;372,89;0;Lido pelo App
7190864;75;2026-07-10;362,88;362,88;0;Lido pelo App
7190873;75;2026-07-10;362,88;362,88;0;Lido pelo App
7190892;75;2026-07-10;362,88;362,88;0;Lido pelo App
7190905;75;2026-07-10;362,88;362,88;0;Lido pelo App
